Subject ID,Experimental Batch,List Number,Question Preview,Data Collection Site,Comprehension Score - Regular Trials,Comprehension Score - Repeated Reading,Recalibration Count,Mean Validation Error,Total Session Duration,Session Duration,Dominant Eye,Tracked Eye,LexTALE Score*
492,2,60,False,MIT,85,90,3,,41.95778333333334,36.73286666666667,L,R,93.75
505,2,60,True,MIT,80,90,4,,51.896349999999984,38.569266666666664,L,R,100.0
518,3,60,False,MIT,93,100,12,,58.99423333333334,48.2359,R,R,92.5
176,2,6,True,MIT,78,92,1,,55.47633333333334,52.431783333333335,L,L,
187,2,6,False,MIT,96,92,9,,74.18015000000003,60.8797,L,L,
329,3,6,False,MIT,96,100,9,,84.73065,72.32383333333334,R,R,
330,3,6,True,MIT,96,100,0,,38.65678333333335,35.16931666666667,R,R,
70,1,6,True,MIT,93,90,8,,59.324983333333364,43.86318333333334,R,R,
83,1,6,False,MIT,98,100,22,,65.41861666666667,41.500416666666666,L,L,
183,2,7,True,MIT,87,92,4,,40.64396666666664,36.82503333333333,L,L,
199,2,7,False,MIT,83,92,3,,52.93504999999999,45.3792,R,R,
267,1,7,False,MIT,93,100,10,,51.06166666666667,30.893833333333337,R,R,
333,3,7,True,MIT,93,89,8,,56.81991666666667,42.0008,R,R,
336,3,7,False,MIT,63,67,1,,41.25456666666667,36.16826666666667,R,R,
71,1,7,True,MIT,78,90,5,,39.699233333333325,33.96756666666667,R,R,
185,2,8,True,MIT,91,92,4,,41.14626666666669,37.15136666666667,R,R,
200,2,8,False,MIT,67,50,7,,63.469749999999976,43.49153333333334,L,L,
268,1,8,False,MIT,85,92,15,,69.29706666666667,44.14376666666667,R,R,
335,3,8,True,MIT,93,82,0,,72.39726666666667,62.62453333333334,R,R,
339,3,8,False,MIT,83,82,1,,45.21315,42.22345,L,L,
76,1,8,True,MIT,93,92,0,,43.58848333333334,38.62965,R,R,
195,2,9,True,MIT,81,100,6,,44.09266666666662,36.54343333333334,R,R,
201,2,9,False,MIT,89,90,10,,53.380233333333365,42.62673333333333,L,L,
340,3,9,False,MIT,72,92,11,,54.361666666666665,37.91823333333333,R,R,
38,1,9,True,MIT,91,100,6,,38.97315000000026,32.765816666666666,L,L,
491,1,9,False,MIT,80,100,2,,43.77208333333333,32.22748333333333,R,R,91.5
536,3,9,True,MIT,91,92,14,,65.76235,50.47156666666667,R,R,90.0
